name,id,class,bodyweight,weight_class,squat,bench,deadlift,total,place,wilks,comp,location,year,nameLower,date,compId,resultId
Michael Corcoran,466,M-O,96,105,187.5,100,210,497.5,8,308.01,December Last Chance Open 2017,Limerick,2017,michael corcoran,10/12/2017,5,1301
Gavin Butler,269,M-O,79.6,83,160,95,225,480,1,328.74,December Last Chance Open 2017,Limerick,2017,gavin butler,10/12/2017,5,1302
Keith Grainger,379,M-G,86.2,93,175,105,195,475,G,310.26,December Last Chance Open 2017,Limerick,2017,keith grainger,10/12/2017,5,1303
Bronagh McPeake,80,F-G,64.8,72,170,87.5,190,447.5,G,470.55,December Last Chance Open 2017,Limerick,2017,bronagh mcpeake,10/12/2017,5,1304
Neil Colfer,487,M-O,80.6,83,140,90,180,410,2,278.6,December Last Chance Open 2017,Limerick,2017,neil colfer,10/12/2017,5,1305
Karen Barry,365,F-G,71.4,72,150,85.5,157.5,393,G,385.74,December Last Chance Open 2017,Limerick,2017,karen barry,10/12/2017,5,1306
Trevor Walshe,656,M-O,81.6,83,130,100,155,385,3,259.63,December Last Chance Open 2017,Limerick,2017,trevor walshe,10/12/2017,5,1307
Emma Kiely,235,F-O,82.6,84,135,65,175,375,1,337.28,December Last Chance Open 2017,Limerick,2017,emma kiely,10/12/2017,5,1308
Ava Horrigan,63,F-G,65,72,135,62.5,175,372.5,G,390.79,December Last Chance Open 2017,Limerick,2017,ava horrigan,10/12/2017,5,1309
Michael Whelan,472,M-O,143.5,120+,110,95,160,365,2,203.23,December Last Chance Open 2017,Limerick,2017,michael whelan,10/12/2017,5,1310
Freya Hammer,260,F-O,77.8,84,130,77.5,150,357.5,2,332.38,December Last Chance Open 2017,Limerick,2017,freya hammer,10/12/2017,5,1311
Eleanor McShortall,227,F-O,70.6,72,120,67.5,135,322.5,1,318.96,December Last Chance Open 2017,Limerick,2017,eleanor mcshortall,10/12/2017,5,1312
Emily Walsh,233,F-O,54.2,57,120,65,135,320,1,386.27,December Last Chance Open 2017,Limerick,2017,emily walsh,10/12/2017,5,1313
Sarah Flynn,567,F-O,55.6,57,115,52.5,145,312.5,2,369.76,December Last Chance Open 2017,Limerick,2017,sarah flynn,10/12/2017,5,1314
Lota Leinberga,423,F-O,55.4,57,120,60,130,310,3,367.84,December Last Chance Open 2017,Limerick,2017,lota leinberga,10/12/2017,5,1315
Joanne Greene,346,F-O,69.4,72,112.5,60,130,302.5,2,302.74,December Last Chance Open 2017,Limerick,2017,joanne greene,10/12/2017,5,1316
Joanne Gibbons,345,F-O,70,72,107.5,50,125,282.5,3,281.04,December Last Chance Open 2017,Limerick,2017,joanne gibbons,10/12/2017,5,1317
Aoife Williams,58,F-O,56.8,57,105,50,125,280,4,325.81,December Last Chance Open 2017,Limerick,2017,aoife williams,10/12/2017,5,1318
Carol Lennon,88,F-O,61.6,63,107.5,47.5,125,280,1,305.9,December Last Chance Open 2017,Limerick,2017,carol lennon,10/12/2017,5,1319
Jean Meehan,332,F-O,62.6,63,100,50,130,280,2,302.16,December Last Chance Open 2017,Limerick,2017,jean meehan,10/12/2017,5,1320
Zita Maria McCabe,671,F-O,61,63,100,47.5,130,277.5,3,305.46,December Last Chance Open 2017,Limerick,2017,zita maria mccabe,10/12/2017,5,1321
April Dardis,59,F-O,55.6,57,100,55,115,270,5,319.47,December Last Chance Open 2017,Limerick,2017,april dardis,10/12/2017,5,1322
Karen Keatinge,366,F-O,55.8,57,92.5,60,117.5,270,6,318.58,December Last Chance Open 2017,Limerick,2017,karen keatinge,10/12/2017,5,1323
Emma Keyes,234,F-O,65,72,95,47.5,120,262.5,4,275.39,December Last Chance Open 2017,Limerick,2017,emma keyes,10/12/2017,5,1324
Catriona Fitzpatrick,94,F-O,60.4,63,85,47.5,125,257.5,4,285.61,December Last Chance Open 2017,Limerick,2017,catriona fitzpatrick,10/12/2017,5,1325
Gemma Davey,274,F-O,56.6,57,82.5,50,112.5,245,7,285.87,December Last Chance Open 2017,Limerick,2017,gemma davey,10/12/2017,5,1326
Paulina Pawlak,520,F-G,79.2,84,75,47.5,115,237.5,G,218.55,December Last Chance Open 2017,Limerick,2017,paulina pawlak,10/12/2017,5,1327
Jenna McDonagh,334,F-O,79.2,84,75,47.5,110,232.5,3,213.94,December Last Chance Open 2017,Limerick,2017,jenna mcdonagh,10/12/2017,5,1328
Martina Hanniffy,454,F-O,54.4,57,87.5,37.5,105,230,8,276.83,December Last Chance Open 2017,Limerick,2017,martina hanniffy,10/12/2017,5,1329
Yvonne Kinahan,669,F-O,61.6,63,67.5,45,115,227.5,5,248.54,December Last Chance Open 2017,Limerick,2017,yvonne kinahan,10/12/2017,5,1330
Erica Gaffney,245,F-O,45.8,47,70,45,92.5,207.5,1,284.25,December Last Chance Open 2017,Limerick,2017,erica gaffney,10/12/2017,5,1331
Sinead McCarthy,610,F-O,55.4,57,60,47.5,100,207.5,9,246.22,December Last Chance Open 2017,Limerick,2017,sinead mccarthy,10/12/2017,5,1332
Kevin Croughan,384,M-G,74,74,0,95,180,0,DQ,0,December Last Chance Open 2017,Limerick,2017,kevin croughan,10/12/2017,5,1333
Barry Pigott,66,M-O,102.6,105,300,220,302.5,822.5,1,495.62,Nationals 2018,Dublin,2018,barry pigott,10/02/2018,14,1334
Marc Keys,438,M-O,118.2,120,295,200,280,775,1,447.17,Nationals 2018,Dublin,2018,marc keys,10/02/2018,14,1335
Colin Power,136,M-O,113.8,120,275,180,300,755,2,439.94,Nationals 2018,Dublin,2018,colin power,10/02/2018,14,1336
Arthur Lynch,60,M-O,92,93,262.5,180,300,742.5,1,468.86,Nationals 2018,Dublin,2018,arthur lynch,10/02/2018,14,1337
Fionn Hanratty,259,M-O,93,93,257.5,180,290,727.5,2,457.01,Nationals 2018,Dublin,2018,fionn hanratty,10/02/2018,14,1338
Sean Crowe,580,M-O,140.5,120+,255,157.5,310,722.5,1,403.52,Nationals 2018,Dublin,2018,sean crowe,10/02/2018,14,1339
Scott Dean,574,M-O,103,105,270,140,282.5,692.5,2,416.68,Nationals 2018,Dublin,2018,scott dean,10/02/2018,14,1340
Sean Ryan,589,M-O,83,83,252.5,155,275,682.5,1,455.57,Nationals 2018,Dublin,2018,sean ryan,10/02/2018,14,1341
Kenneth Nwaezeigwe,381,M-O,92.8,93,255,152.5,275,682.5,3,429.18,Nationals 2018,Dublin,2018,kenneth nwaezeigwe,10/02/2018,14,1342
Stephen Casey,617,M-O,91.8,93,237.5,147.5,295,680,4,429.85,Nationals 2018,Dublin,2018,stephen casey,10/02/2018,14,1343
Derrie Sutton,208,M-O,102.4,105,235,145,295,675,3,407.04,Nationals 2018,Dublin,2018,derrie sutton,10/02/2018,14,1344
Scott Webb,575,M-O,82.8,83,245,150,275,670,2,447.87,Nationals 2018,Dublin,2018,scott webb,10/02/2018,14,1345
Colin Eustace,135,M-O,87,93,245,135,290,670,5,435.42,Nationals 2018,Dublin,2018,colin eustace,10/02/2018,14,1346
William Clarke,667,M-O,82,83,258,165,245,668,3,449.14,Nationals 2018,Dublin,2018,william clarke,10/02/2018,14,1347
Eoin O'Leary,241,M-O,122,120+,240,165,260,665,2,380.9,Nationals 2018,Dublin,2018,eoin o'leary,10/02/2018,14,1348
Sean Cuddy,581,M-O,150,120+,252.5,130,282.5,665,3,367.94,Nationals 2018,Dublin,2018,sean cuddy,10/02/2018,14,1349
David O'Connor,200,M-O,103.2,105,250,145,265,660,4,396.84,Nationals 2018,Dublin,2018,david o'connor,10/02/2018,14,1350
Adam Keane,6,M-O,82.6,83,252.5,140,265,657.5,4,440.14,Nationals 2018,Dublin,2018,adam keane,10/02/2018,14,1351
Shane Corbett,592,M-O,89.8,93,237.5,145,275,657.5,6,420.22,Nationals 2018,Dublin,2018,shane corbett,10/02/2018,14,1352
Seosamh O Griallais,590,M-O,117.4,120,235,165,257.5,657.5,3,380.01,Nationals 2018,Dublin,2018,seosamh o griallais,10/02/2018,14,1353
Dave Worrall,190,M-O,118,120,240,160,250,650,4,375.2,Nationals 2018,Dublin,2018,dave worrall,10/02/2018,14,1354
Mark Comiskey,442,M-O,81.6,83,232.5,155,260,647.5,5,436.65,Nationals 2018,Dublin,2018,mark comiskey,10/02/2018,14,1355
Ian Benson,293,M-O,100,105,232.5,147.5,267.5,647.5,5,394.06,Nationals 2018,Dublin,2018,ian benson,10/02/2018,14,1356
Graham Norton,282,M-O,102.2,105,232.5,150,265,647.5,6,390.74,Nationals 2018,Dublin,2018,graham norton,10/02/2018,14,1357
Darragh Mulcahy,180,M-O,80.6,83,230,152.5,260,642.5,6,436.58,Nationals 2018,Dublin,2018,darragh mulcahy,10/02/2018,14,1358
John Maher,354,M-O,82.8,83,230,140,272.5,642.5,7,429.48,Nationals 2018,Dublin,2018,john maher,10/02/2018,14,1359
Billy Ahern,75,M-O,102.4,105,230,142.5,265,637.5,7,384.43,Nationals 2018,Dublin,2018,billy ahern,10/02/2018,14,1360
Jason Fehily,329,M-O,137,120+,240,140,250,630,4,353.22,Nationals 2018,Dublin,2018,jason fehily,10/02/2018,14,1361
David Twomey,201,M-O,101.4,105,230,155,240,625,8,378.3,Nationals 2018,Dublin,2018,david twomey,10/02/2018,14,1362
Lorcan Everard,419,M-O,82.6,83,230,145,247.5,622.5,8,416.71,Nationals 2018,Dublin,2018,lorcan everard,10/02/2018,14,1363
Luke Curran,432,M-O,99.6,105,230,130,242.5,602.5,9,367.27,Nationals 2018,Dublin,2018,luke curran,10/02/2018,14,1364
Conor Devilly,145,M-O,72,74,205,145,240,590,1,432.89,Nationals 2018,Dublin,2018,conor devilly,10/02/2018,14,1365
Philip Barr,527,M-O,71.8,74,216,145,222.5,583.5,2,429,Nationals 2018,Dublin,2018,philip barr,10/02/2018,14,1366
Martin Reidy,453,M-O,72.4,74,190,117.5,265,572.5,3,418.34,Nationals 2018,Dublin,2018,martin reidy,10/02/2018,14,1367
Lukasz Kalinski,430,M-O,73.2,74,190,120,237.5,547.5,4,396.9,Nationals 2018,Dublin,2018,lukasz kalinski,10/02/2018,14,1368
Danny Lennon,174,M-O,74,74,190,122.5,227.5,540,5,388.43,Nationals 2018,Dublin,2018,danny lennon,10/02/2018,14,1369
John O'Dwyer,355,M-O,134,120+,200,168,170,538,5,302.71,Nationals 2018,Dublin,2018,john o'dwyer,10/02/2018,14,1370
Christopher Wilkinson,103,M-O,82.6,83,210,117.5,210,537.5,9,359.81,Nationals 2018,Dublin,2018,christopher wilkinson,10/02/2018,14,1371
Dylan Potter,218,M-O,65.6,66,180.5,135,205,520.5,1,410.75,Nationals 2018,Dublin,2018,dylan potter,10/02/2018,14,1372
Mohaned Abujennah,481,M-O,65.6,66,172.5,112.5,222.5,507.5,2,400.49,Nationals 2018,Dublin,2018,mohaned abujennah,10/02/2018,14,1373
Ciaran Murray,118,M-O,65.2,66,172.5,95,200,467.5,3,370.8,Nationals 2018,Dublin,2018,ciaran murray,10/02/2018,14,1374
Bronagh McPeake,80,F-O,65.6,72,173,87.5,200,460.5,1,479.85,Nationals 2018,Dublin,2018,bronagh mcpeake,10/02/2018,14,1375
Alex Cremins,25,M-O,66,66,155,100,205,460,4,361.19,Nationals 2018,Dublin,2018,alex cremins,10/02/2018,14,1376
Ewan Mullane,251,M-O,65.8,66,160,107.5,190,457.5,5,360.13,Nationals 2018,Dublin,2018,ewan mullane,10/02/2018,14,1377
Louise Millar,426,F-O,72,72,170,103,167.5,440.5,2,429.95,Nationals 2018,Dublin,2018,louise millar,10/02/2018,14,1378
Dermot O'Rourke,207,M-O,58.8,59,165,95,170,430,1,373.63,Nationals 2018,Dublin,2018,dermot o'rourke,10/02/2018,14,1379
Lauren Rooney,402,F-O,123.6,84+,165,88,165,418,1,332.51,Nationals 2018,Dublin,2018,lauren rooney,10/02/2018,14,1380
Shannon Pollock,598,F-O,71.6,72,155,80,177.5,412.5,3,404.12,Nationals 2018,Dublin,2018,shannon pollock,10/02/2018,14,1381
Stephanie Gleeson,615,F-O,71.8,72,147.5,95,170,412.5,4,403.36,Nationals 2018,Dublin,2018,stephanie gleeson,10/02/2018,14,1382
Teanna Watts,640,F-O,78.8,84,160,85,167.5,412.5,1,380.68,Nationals 2018,Dublin,2018,teanna watts,10/02/2018,14,1383
Clare Patterson,129,F-O,71,72,147.5,105,157.5,410,5,403.95,Nationals 2018,Dublin,2018,clare patterson,10/02/2018,14,1384
Jonathan Connolly,359,M-O,58.8,59,130,110,160,400,2,347.57,Nationals 2018,Dublin,2018,jonathan connolly,10/02/2018,14,1385
Gabrielle Ervine,261,F-O,62.4,63,142.5,87.5,160,390,1,421.9,Nationals 2018,Dublin,2018,gabrielle ervine,10/02/2018,14,1386
Helen Twomey,290,F-O,77,84,125,78,185,388,2,362.95,Nationals 2018,Dublin,2018,helen twomey,10/02/2018,14,1387
Karen Barry,365,F-O,71,72,145,85.5,155,385.5,6,379.81,Nationals 2018,Dublin,2018,karen barry,10/02/2018,14,1388
Sara Bauer,564,F-O,71.6,72,160,60,165,385,7,377.18,Nationals 2018,Dublin,2018,sara bauer,10/02/2018,14,1389
Alison O'Reilly,31,F-O,78.6,84,140,82.5,157.5,380,3,351.2,Nationals 2018,Dublin,2018,alison o'reilly,10/02/2018,14,1390
Ava Horrigan,63,F-O,68.2,72,140,62.5,175,377.5,8,382.46,Nationals 2018,Dublin,2018,ava horrigan,10/02/2018,14,1391
Moataz Abujennah,480,M-O,58.4,59,140,82.5,155,377.5,3,330.12,Nationals 2018,Dublin,2018,moataz abujennah,10/02/2018,14,1392
Emma Kiely,235,F-O,83.6,84,130,62.5,175,367.5,4,328.5,Nationals 2018,Dublin,2018,emma kiely,10/02/2018,14,1393
Sarah Gardiner,568,F-O,97.2,84+,140.5,75.5,150,366,2,307.4,Nationals 2018,Dublin,2018,sarah gardiner,10/02/2018,14,1394
Aoife O'Leary,56,F-O,84,84,150,55,160,365,5,325.49,Nationals 2018,Dublin,2018,aoife o'leary,10/02/2018,14,1395
Caolan McGlade,86,M-O,58.8,59,137.5,87.5,137.5,362.5,4,314.98,Nationals 2018,Dublin,2018,caolan mcglade,10/02/2018,14,1396
Donna Ivie,213,F-O,108.4,84+,145,70,145,360,3,293.63,Nationals 2018,Dublin,2018,donna ivie,10/02/2018,14,1397
Chloe-Jade McDonald,97,F-O,55.2,57,122.5,67.5,163,353,1,420.05,Nationals 2018,Dublin,2018,chloe-jade mcdonald,10/02/2018,14,1398
Anna Hourihane,52,F-O,53,57,124,75.5,152.5,352,2,432.38,Nationals 2018,Dublin,2018,anna hourihane,10/02/2018,14,1399
Freya Hammer,260,F-O,77.2,84,130,81,140,351,6,327.83,Nationals 2018,Dublin,2018,freya hammer,10/02/2018,14,1400
Hazel Hu,288,F-O,51.4,52,127.5,78,145,350.5,1,440.87,Nationals 2018,Dublin,2018,hazel hu,10/02/2018,14,1401
Linh Nguyen,416,F-O,62.6,63,135,65,142.5,342.5,2,369.61,Nationals 2018,Dublin,2018,linh nguyen,10/02/2018,14,1402
Geina McGrath,273,F-O,56.2,57,117.5,67.5,152.5,337.5,3,396,Nationals 2018,Dublin,2018,geina mcgrath,10/02/2018,14,1403
Niamh Doyle,489,F-O,82,84,135,62.5,140,337.5,7,304.71,Nationals 2018,Dublin,2018,niamh doyle,10/02/2018,14,1404
Sarah Daly,565,F-O,87.6,84+,122.5,62.5,152.5,337.5,4,295.04,Nationals 2018,Dublin,2018,sarah daly,10/02/2018,14,1405
Aoife O'Sullivan,57,F-O,62.2,63,122.5,65,145,332.5,3,360.57,Nationals 2018,Dublin,2018,aoife o'sullivan,10/02/2018,14,1406
Hannah McKee,286,F-O,134,84+,100,80,152.5,332.5,5,260.66,Nationals 2018,Dublin,2018,hannah mckee,10/02/2018,14,1407
Medb Murtagh,461,F-O,55.2,57,123,67.5,140,330.5,4,393.28,Nationals 2018,Dublin,2018,medb murtagh,10/02/2018,14,1408
Janine Martin,326,F-O,48.8,52,100,77.5,145,322.5,2,421.93,Nationals 2018,Dublin,2018,janine martin,10/02/2018,14,1409
Aeilish McGovern,10,F-O,56.2,57,112.5,60,145,317.5,5,372.53,Nationals 2018,Dublin,2018,aeilish mcgovern,10/02/2018,14,1410
Amy Nolan,37,F-O,60.2,63,102.5,67.5,147.5,317.5,4,353.07,Nationals 2018,Dublin,2018,amy nolan,10/02/2018,14,1411
Emily Walsh,233,F-O,55.2,57,115,65,135,315,6,374.83,Nationals 2018,Dublin,2018,emily walsh,10/02/2018,14,1412
Grace Kelly,280,F-O,59.6,63,100,62.5,150,312.5,5,350.21,Nationals 2018,Dublin,2018,grace kelly,10/02/2018,14,1413
Sarah Scallan,572,F-O,56.8,57,100,65,135,300,7,349.08,Nationals 2018,Dublin,2018,sarah scallan,10/02/2018,14,1414
Lota Leinberga,423,F-O,56.4,57,112.5,60,125,297.5,8,348.09,Nationals 2018,Dublin,2018,lota leinberga,10/02/2018,14,1415
Kotchaphan Mai-On,393,F-O,46.6,47,80.5,60,120.5,261,1,353.18,Nationals 2018,Dublin,2018,kotchaphan mai-on,10/02/2018,14,1416
Ainul Fatihah Mohd Sharir,16,F-O,50.2,52,82.5,52.5,125,260,3,333,Nationals 2018,Dublin,2018,ainul fatihah mohd sharir,10/02/2018,14,1417
Aisling McManus,20,F-O,46.8,47,90,47.5,95,232.5,2,313.65,Nationals 2018,Dublin,2018,aisling mcmanus,10/02/2018,14,1418
Clodagh Cecil,131,F-O,99.2,84+,140,,145,,DQ,,Nationals 2018,Dublin,2018,clodagh cecil,10/02/2018,14,1420
Donal O'Brien,210,M-O,113.6,120,235,,,,DQ,,Nationals 2018,Dublin,2018,donal o'brien,10/02/2018,14,1419
Daniel McHugh,169,M-O,100.6,105,230,140,250,620,1,376.43,March Open 2018,Sligo,2018,daniel mchugh,10/03/2018,24,1468
Kevin Plamadeala,386,M-O,92.2,93,220,152.5,245,617.5,1,389.52,March Open 2018,Sligo,2018,kevin plamadeala,10/03/2018,24,1458
Jonny Gardner,361,M-O,87.2,93,210,150,250,610,2,395.94,March Open 2018,Sligo,2018,jonny gardner,10/03/2018,24,1459
Andrew McCartney,46,M-O,102.2,105,227.5,132.5,237.5,597.5,2,360.57,March Open 2018,Sligo,2018,andrew mccartney,10/03/2018,24,1469
Daniel Mcalpaca,167,M-O,101.8,105,205,125,260,590,3,356.57,March Open 2018,Sligo,2018,daniel mcalpaca,10/03/2018,24,1470
Conor Kennedy,150,M-O,91,93,217.5,132.5,237.5,587.5,3,372.98,March Open 2018,Sligo,2018,conor kennedy,10/03/2018,24,1460
Pearse Tohill,524,M-O,91.2,93,205,107.5,272.5,585,4,370.99,March Open 2018,Sligo,2018,pearse tohill,10/03/2018,24,1461
Richard Maher,541,M-O,87.8,93,190,122.5,240,552.5,5,357.29,March Open 2018,Sligo,2018,richard maher,10/03/2018,24,1462
Ryan Finlay,554,M-O,70.6,74,202.5,127.5,217.5,547.5,1,407.64,March Open 2018,Sligo,2018,ryan finlay,10/03/2018,24,1442
Liam Cannon,410,M-O,81.6,83,207.5,125,210,542.5,1,365.84,March Open 2018,Sligo,2018,liam cannon,10/03/2018,24,1448
Andrew Roe,48,M-O,78.2,83,215,120,205,540,2,374.08,March Open 2018,Sligo,2018,andrew roe,10/03/2018,24,1449
William Kennedy,668,M-O,92.8,93,205,110,215,530,6,333.28,March Open 2018,Sligo,2018,william kennedy,10/03/2018,24,1463
Keith Richardson,380,M-O,96.2,105,200,120,205,525,4,324.74,March Open 2018,Sligo,2018,keith richardson,10/03/2018,24,1471
Andrew Strickland,49,M-O,92.2,93,187.5,107.5,225,520,7,328.01,March Open 2018,Sligo,2018,andrew strickland,10/03/2018,24,1464
Paul Hennessy,510,M-O,90.2,93,180,122.5,212.5,515,8,328.4,March Open 2018,Sligo,2018,paul hennessy,10/03/2018,24,1465
Michael Corcoran,466,M-O,94.6,105,190,105,215,510,5,317.84,March Open 2018,Sligo,2018,michael corcoran,10/03/2018,24,1472
Darragh Hanratty,177,M-O,81.8,83,185,112.5,205,502.5,3,338.36,March Open 2018,Sligo,2018,darragh hanratty,10/03/2018,24,1450
Ryan Lee,557,M-O,72.4,74,172.5,107.5,215,495,2,361.71,March Open 2018,Sligo,2018,ryan lee,10/03/2018,24,1443
Brian McIntyre,78,M-O,84.4,93,175,102.5,215,492.5,9,325.55,March Open 2018,Sligo,2018,brian mcintyre,10/03/2018,24,1466
Ryan Gorevan,556,M-O,94.8,105,190,102.5,190,482.5,6,300.42,March Open 2018,Sligo,2018,ryan gorevan,10/03/2018,24,1473
Andrew Blackwood,42,M-O,82,83,180,100,200,480,4,322.73,March Open 2018,Sligo,2018,andrew blackwood,10/03/2018,24,1451
Aindriu Jenkinson,14,M-O,81.6,83,170,90,217.5,477.5,5,322.01,March Open 2018,Sligo,2018,aindriu jenkinson,10/03/2018,24,1452
Conor Markey,151,M-O,113,120,185,87.5,200,472.5,1,275.87,March Open 2018,Sligo,2018,conor markey,10/03/2018,24,1475
Eoin Healy,237,M-O,81.6,83,165,105,190,460,6,310.21,March Open 2018,Sligo,2018,eoin healy,10/03/2018,24,1453
Patrick Clancy,507,M-O,99,105,177.5,100,180,457.5,7,279.56,March Open 2018,Sligo,2018,patrick clancy,10/03/2018,24,1474
Cathal McLoughlin,92,M-O,90.8,93,150,112.5,182.5,445,10,282.82,March Open 2018,Sligo,2018,cathal mcloughlin,10/03/2018,24,1467
Kevin Campbell,383,M-O,72.4,74,145,102.5,180,427.5,3,312.39,March Open 2018,Sligo,2018,kevin campbell,10/03/2018,24,1444
Shane Halligan,593,M-O,83,83,150,100,175,425,7,283.69,March Open 2018,Sligo,2018,shane halligan,10/03/2018,24,1454
Aaron Figuera,1,M-O,82.4,83,150,100,170,420,8,281.57,March Open 2018,Sligo,2018,aaron figuera,10/03/2018,24,1455
Cian O'Shea,110,M-O,81.8,83,145,87.5,185,417.5,9,281.13,March Open 2018,Sligo,2018,cian o'shea,10/03/2018,24,1456
James Kelly,318,M-O,72.8,74,155,82.5,177.5,415,4,302.04,March Open 2018,Sligo,2018,james kelly,10/03/2018,24,1445
Conor Boyle,143,M-O,81.6,83,152.5,92.5,170,415,10,279.86,March Open 2018,Sligo,2018,conor boyle,10/03/2018,24,1457
Craig McDermott,160,M-O,73.2,74,142.5,90,180,412.5,5,299.03,March Open 2018,Sligo,2018,craig mcdermott,10/03/2018,24,1446
Aisling Judge,18,F-O,76,84,135,75,180,390,1,367.72,March Open 2018,Sligo,2018,aisling judge,10/03/2018,24,1434
Levi Keavney,409,M-O,66.6,74,125,95,160,380,6,296.18,March Open 2018,Sligo,2018,levi keavney,10/03/2018,24,1447
Maeve Cummins,434,F-O,69.6,72,120,62.5,177.5,360,1,359.57,March Open 2018,Sligo,2018,maeve cummins,10/03/2018,24,1425
Lindsey McManus,415,F-O,101.8,84+,135,70,152.5,357.5,1,296.15,March Open 2018,Sligo,2018,lindsey mcmanus,10/03/2018,24,1438
Aoife O'Sullivan,57,F-O,62.2,63,122.5,65,165,352.5,1,382.26,March Open 2018,Sligo,2018,aoife o'sullivan,10/03/2018,24,1423
Susan McDonald,630,F-O,103.8,84+,115,85,135,335,2,276.08,March Open 2018,Sligo,2018,susan mcdonald,10/03/2018,24,1439
Natalie Lyness,484,F-O,88.4,84+,115,70,145,330,3,287.33,March Open 2018,Sligo,2018,natalie lyness,10/03/2018,24,1440
Rebekah Wilson,537,F-O,80,84,122.5,45,150,317.5,2,290.52,March Open 2018,Sligo,2018,rebekah wilson,10/03/2018,24,1435
Karina Callinan,369,F-O,62,63,107.5,52.5,147.5,307.5,2,334.28,March Open 2018,Sligo,2018,karina callinan,10/03/2018,24,1424
Lucille Rowan,428,F-O,70.8,72,107.5,45,135,287.5,2,283.8,March Open 2018,Sligo,2018,lucille rowan,10/03/2018,24,1426
Jennifer Geary,335,F-O,68.4,72,110,50,125,285,3,288.15,March Open 2018,Sligo,2018,jennifer geary,10/03/2018,24,1427
Corrina McConnell,158,F-O,70.2,72,90,61,125,276,4,274.04,March Open 2018,Sligo,2018,corrina mcconnell,10/03/2018,24,1428
Anna Marie O'Donoghue,53,F-O,69.4,72,95,50,127.5,272.5,5,272.72,March Open 2018,Sligo,2018,anna marie o'donoghue,10/03/2018,24,1429
Donna Flaherty,212,F-O,70.6,72,95,57.5,120,272.5,6,269.51,March Open 2018,Sligo,2018,donna flaherty,10/03/2018,24,1430
Hannah Stephenson,287,F-O,71.6,72,102.5,52.5,112.5,267.5,7,262.06,March Open 2018,Sligo,2018,hannah stephenson,10/03/2018,23,1431
Gemma Davey,274,F-O,55.2,57,87.5,50,115,252.5,1,300.46,March Open 2018,Sligo,2018,gemma davey,10/03/2018,23,1421
Clodagh Greene,132,F-O,66.6,72,90,40,110,240,8,247.33,March Open 2018,Sligo,2018,clodagh greene,10/03/2018,23,1432
Stephanie McTiernan,616,F-O,91.6,84+,65,52.5,110,227.5,4,195.18,March Open 2018,Sligo,2018,stephanie mctiernan,10/03/2018,23,1441
Mary Looby,456,F-O,54,57,67.5,37.5,100,205,2,248.17,March Open 2018,Sligo,2018,mary looby,10/03/2018,23,1422
Clodagh Higgins,133,F-O,82.6,84,50,65,85,200,3,179.88,March Open 2018,Sligo,2018,clodagh higgins,10/03/2018,23,1436
Ailbhe O'Daly,12,F-O,71.8,72,,62.5,137.5,,DQ,,March Open 2018,Sligo,2018,ailbhe o'daly,10/03/2018,23,1433
Jenna McDonagh,334,F-O,78.2,84,82.5,,117.5,,DQ,,March Open 2018,Sligo,2018,jenna mcdonagh,10/03/2018,23,1437
